year,year_code,country_name,country_code,prop_urban
2016,YR2016,Syrian Arab Republic,SYR,52.835
2016,YR2016,Tajikistan,TJK,26.851
2016,YR2016,Tanzania,TZA,32.333
2016,YR2016,Thailand,THA,48.448
2016,YR2016,Timor-Leste,TLS,29.85
2016,YR2016,Togo,TGO,40.628
2016,YR2016,Tonga,TON,23.222
2016,YR2016,Trinidad and Tobago,TTO,53.25
2016,YR2016,Tunisia,TUN,68.346
2016,YR2016,Turkiye,TUR,74.134
2016,YR2016,Turkmenistan,TKM,50.728
2016,YR2016,Turks and Caicos Islands,TCA,92.517
2016,YR2016,Tuvalu,TUV,60.645
2016,YR2016,Uganda,UGA,22.624
2016,YR2016,Ukraine,UKR,69.154
2016,YR2016,United Arab Emirates,ARE,85.965
2016,YR2016,United Kingdom,GBR,82.886
2016,YR2016,United States,USA,81.862
2016,YR2016,Uruguay,URY,95.144
2016,YR2016,Uzbekistan,UZB,50.65
2016,YR2016,Vanuatu,VUT,25.062
2016,YR2016,"Venezuela, RB",VEN,88.165
2016,YR2016,Vietnam,VNM,34.51
2016,YR2016,Virgin Islands (U.S.),VIR,95.48
2016,YR2016,West Bank and Gaza,PSE,75.628
2016,YR2016,"Yemen, Rep.",YEM,35.394
2016,YR2016,Zambia,ZMB,42.438
2016,YR2016,Zimbabwe,ZWE,32.296
2017,YR2017,Afghanistan,AFG,25.25
2017,YR2017,Albania,ALB,59.383
2017,YR2017,Algeria,DZA,72.052
2017,YR2017,American Samoa,ASM,87.17
2017,YR2017,Andorra,AND,88.15
2017,YR2017,Angola,AGO,64.839
2017,YR2017,Antigua and Barbuda,ATG,24.713
2017,YR2017,Argentina,ARG,91.749
2017,YR2017,Armenia,ARM,63.103
2017,YR2017,Aruba,ABW,43.293
2017,YR2017,Australia,AUS,85.904
2017,YR2017,Austria,AUT,58.094
2017,YR2017,Azerbaijan,AZE,55.343
2017,YR2017,"Bahamas, The",BHS,82.925
2017,YR2017,Bahrain,BHR,89.186
2017,YR2017,Bangladesh,BGD,35.858
2017,YR2017,Barbados,BRB,31.159
2017,YR2017,Belarus,BLR,78.134
2017,YR2017,Belgium,BEL,97.961
2017,YR2017,Belize,BLZ,45.601
2017,YR2017,Benin,BEN,46.768
2017,YR2017,Bermuda,BMU,100
2017,YR2017,Bhutan,BTN,40.167
2017,YR2017,Bolivia,BOL,69.08
2017,YR2017,Bosnia and Herzegovina,BIH,47.876
2017,YR2017,Botswana,BWA,68.7
2017,YR2017,Brazil,BRA,86.309
2017,YR2017,British Virgin Islands,VGB,47.337
2017,YR2017,Brunei Darussalam,BRN,77.312
2017,YR2017,Bulgaria,BGR,74.669
2017,YR2017,Burkina Faso,BFA,28.743
2017,YR2017,Burundi,BDI,12.706
2017,YR2017,Cabo Verde,CPV,65.261
2017,YR2017,Cambodia,KHM,22.98
2017,YR2017,Cameroon,CMR,55.777
2017,YR2017,Canada,CAN,81.35
2017,YR2017,Cayman Islands,CYM,100
2017,YR2017,Central African Republic,CAF,40.98
2017,YR2017,Chad,TCD,22.858
2017,YR2017,Channel Islands,CHI,30.914
2017,YR2017,Chile,CHL,87.49
2017,YR2017,China,CHN,57.96
2017,YR2017,Colombia,COL,80.446
2017,YR2017,Comoros,COM,28.784
2017,YR2017,"Congo, Dem. Rep.",COD,43.88
2017,YR2017,"Congo, Rep.",COG,66.459
2017,YR2017,Costa Rica,CRI,78.56
2017,YR2017,Cote d'Ivoire,CIV,50.326
2017,YR2017,Croatia,HRV,56.667
2017,YR2017,Cuba,CUB,76.977
2017,YR2017,Curacao,CUW,89.203
2017,YR2017,Cyprus,CYP,66.836
2017,YR2017,Czechia,CZE,73.675
2017,YR2017,Denmark,DNK,87.757
2017,YR2017,Djibouti,DJI,77.648
2017,YR2017,Dominica,DMA,70.181
2017,YR2017,Dominican Republic,DOM,80.277
2017,YR2017,Ecuador,ECU,63.67
2017,YR2017,"Egypt, Arab Rep.",EGY,42.705
2017,YR2017,El Salvador,SLV,71.275
2017,YR2017,Equatorial Guinea,GNQ,71.646
2017,YR2017,Eritrea,ERI,39.451
2017,YR2017,Estonia,EST,68.717
2017,YR2017,Eswatini,SWZ,23.625
2017,YR2017,Ethiopia,ETH,20.31
2017,YR2017,Faroe Islands,FRO,41.914
2017,YR2017,Fiji,FJI,55.742
2017,YR2017,Finland,FIN,85.325
2017,YR2017,France,FRA,80.18
2017,YR2017,French Polynesia,PYF,61.784
2017,YR2017,Gabon,GAB,88.976
2017,YR2017,"Gambia, The",GMB,60.599
2017,YR2017,Georgia,GEO,58.231
2017,YR2017,Germany,DEU,77.261
2017,YR2017,Ghana,GHA,55.407
2017,YR2017,Gibraltar,GIB,100
2017,YR2017,Greece,GRC,78.724
2017,YR2017,Greenland,GRL,86.574
2017,YR2017,Grenada,GRD,36.164
2017,YR2017,Guam,GUM,94.699
2017,YR2017,Guatemala,GTM,50.68
2017,YR2017,Guinea,GIN,35.793
2017,YR2017,Guinea-Bissau,GNB,42.945
2017,YR2017,Guyana,GUY,26.538
2017,YR2017,Haiti,HTI,54.346
2017,YR2017,Honduras,HND,56.457
2017,YR2017,"Hong Kong SAR, China",HKG,100
2017,YR2017,Hungary,HUN,71.062
2017,YR2017,Iceland,ISL,93.773
2017,YR2017,India,IND,33.6
2017,YR2017,Indonesia,IDN,54.659
2017,YR2017,"Iran, Islamic Rep.",IRN,74.394
2017,YR2017,Iraq,IRQ,70.278
2017,YR2017,Ireland,IRL,62.947
2017,YR2017,Isle of Man,IMN,52.458
2017,YR2017,Israel,ISR,92.336
2017,YR2017,Italy,ITA,70.144
2017,YR2017,Jamaica,JAM,55.378
2017,YR2017,Japan,JPN,91.535
2017,YR2017,Jordan,JOR,90.747
2017,YR2017,Kazakhstan,KAZ,57.336
2017,YR2017,Kenya,KEN,26.562
2017,YR2017,Kiribati,KIR,53.262
2017,YR2017,"Korea, Dem. People's Rep.",PRK,61.678
2017,YR2017,"Korea, Rep.",KOR,81.503
2017,YR2017,Kosovo,XKX
2017,YR2017,Kuwait,KWT,100
2017,YR2017,Kyrgyz Republic,KGZ,36.135
2017,YR2017,Lao PDR,LAO,34.368
2017,YR2017,Latvia,LVA,68.075
2017,YR2017,Lebanon,LBN,88.429
2017,YR2017,Lesotho,LSO,27.73
2017,YR2017,Liberia,LBR,50.697
2017,YR2017,Libya,LBY,79.817
2017,YR2017,Liechtenstein,LIE,14.315
2017,YR2017,Lithuania,LTU,67.516
2017,YR2017,Luxembourg,LUX,90.727
2017,YR2017,"Macao SAR, China",MAC,100
2017,YR2017,Madagascar,MDG,36.522
2017,YR2017,Malawi,MWI,16.714
2017,YR2017,Malaysia,MYS,75.447
2017,YR2017,Maldives,MDV,39.38
2017,YR2017,Mali,MLI,41.572
2017,YR2017,Malta,MLT,94.546
2017,YR2017,Marshall Islands,MHL,76.634
2017,YR2017,Mauritania,MRT,52.824
2017,YR2017,Mauritius,MUS,40.841
2017,YR2017,Mexico,MEX,79.867
2017,YR2017,"Micronesia, Fed. Sts.",FSM,22.608
2017,YR2017,Moldova,MDA,42.557
2017,YR2017,Monaco,MCO,100
2017,YR2017,Mongolia,MNG,68.363
2017,YR2017,Montenegro,MNE,66.477
2017,YR2017,Morocco,MAR,61.908
2017,YR2017,Mozambique,MOZ,35.455
2017,YR2017,Myanmar,MMR,30.322
2017,YR2017,Namibia,NAM,49.005
2017,YR2017,Nauru,NRU,100
2017,YR2017,Nepal,NPL,19.336
2017,YR2017,Netherlands,NLD,91.077
2017,YR2017,New Caledonia,NCL,70.256
2017,YR2017,New Zealand,NZL,86.466
2017,YR2017,Nicaragua,NIC,58.299
2017,YR2017,Niger,NER,16.35
2017,YR2017,Nigeria,NGA,49.519
2017,YR2017,North Macedonia,MKD,57.748
2017,YR2017,Northern Mariana Islands,MNP,91.53
2017,YR2017,Norway,NOR,81.871
2017,YR2017,Oman,OMN,83.56
2017,YR2017,Pakistan,PAK,36.442
2017,YR2017,Palau,PLW,79.365
2017,YR2017,Panama,PAN,67.365
2017,YR2017,Papua New Guinea,PNG,13.102
2017,YR2017,Paraguay,PRY,61.3
2017,YR2017,Peru,PER,77.72
2017,YR2017,Philippines,PHL,46.682
2017,YR2017,Poland,POL,60.105
2017,YR2017,Portugal,PRT,64.652
2017,YR2017,Puerto Rico,PRI,93.587
2017,YR2017,Qatar,QAT,99.078
2017,YR2017,Romania,ROU,53.936
2017,YR2017,Russian Federation,RUS,74.292
2017,YR2017,Rwanda,RWA,17.125
2017,YR2017,Samoa,WSM,18.452
2017,YR2017,San Marino,SMR,97.072
2017,YR2017,Sao Tome and Principe,STP,71.968
2017,YR2017,Saudi Arabia,SAU,83.622
2017,YR2017,Senegal,SEN,46.74
2017,YR2017,Serbia,SRB,55.942
2017,YR2017,Seychelles,SYC,56.261
2017,YR2017,Sierra Leone,SLE,41.636
2017,YR2017,Singapore,SGP,100
2017,YR2017,Sint Maarten (Dutch part),SXM,100
2017,YR2017,Slovak Republic,SVK,53.751
2017,YR2017,Slovenia,SVN,54.273
2017,YR2017,Solomon Islands,SLB,23.286
2017,YR2017,Somalia,SOM,44.391
2017,YR2017,South Africa,ZAF,65.85
2017,YR2017,South Sudan,SSD,19.346
2017,YR2017,Spain,ESP,80.08
2017,YR2017,Sri Lanka,LKA,18.384
2017,YR2017,St. Kitts and Nevis,KNA,30.773
2017,YR2017,St. Lucia,LCA,18.612
2017,YR2017,St. Martin (French part),MAF
2017,YR2017,St. Vincent and the Grenadines,VCT,51.784
2017,YR2017,Sudan,SDN,34.37
2017,YR2017,Suriname,SUR,66.041
2017,YR2017,Sweden,SWE,87.146
2017,YR2017,Switzerland,CHE,73.761
2017,YR2017,Syrian Arab Republic,SYR,53.5
2017,YR2017,Tajikistan,TJK,26.982
2017,YR2017,Tanzania,TZA,33.053
2017,YR2017,Thailand,THA,49.2
2017,YR2017,Timor-Leste,TLS,30.212
2017,YR2017,Togo,TGO,41.162
2017,YR2017,Tonga,TON,23.169
2017,YR2017,Trinidad and Tobago,TTO,53.205
2017,YR2017,Tunisia,TUN,68.642
2017,YR2017,Turkiye,TUR,74.644
2017,YR2017,Turkmenistan,TKM,51.153
2017,YR2017,Turks and Caicos Islands,TCA,92.817
2017,YR2017,Tuvalu,TUV,61.53
2017,YR2017,Uganda,UGA,23.196
2017,YR2017,Ukraine,UKR,69.246
2017,YR2017,United Arab Emirates,ARE,86.248
2017,YR2017,United Kingdom,GBR,83.143
2017,YR2017,United States,USA,82.058
2017,YR2017,Uruguay,URY,95.24
2017,YR2017,Uzbekistan,UZB,50.55
2017,YR2017,Vanuatu,VUT,25.163
2017,YR2017,"Venezuela, RB",VEN,88.183
2017,YR2017,Vietnam,VNM,35.213
2017,YR2017,Virgin Islands (U.S.),VIR,95.603
2017,YR2017,West Bank and Gaza,PSE,75.894
2017,YR2017,"Yemen, Rep.",YEM,36.016
2017,YR2017,Zambia,ZMB,42.976
2017,YR2017,Zimbabwe,ZWE,32.237
2018,YR2018,Afghanistan,AFG,25.495
2018,YR2018,Albania,ALB,60.319
2018,YR2018,Algeria,DZA,72.629
2018,YR2018,American Samoa,ASM,87.153
2018,YR2018,Andorra,AND,88.062
2018,YR2018,Angola,AGO,65.514
2018,YR2018,Antigua and Barbuda,ATG,24.599
2018,YR2018,Argentina,ARG,91.87
2018,YR2018,Armenia,ARM,63.149
2018,YR2018,Aruba,ABW,43.411
2018,YR2018,Australia,AUS,86.012
2018,YR2018,Austria,AUT,58.297
2018,YR2018,Azerbaijan,AZE,55.68
2018,YR2018,"Bahamas, The",BHS,83.025
2018,YR2018,Bahrain,BHR,89.287
2018,YR2018,Bangladesh,BGD,36.632
2018,YR2018,Barbados,BRB,31.147
2018,YR2018,Belarus,BLR,78.595
2018,YR2018,Belgium,BEL,98.001
2018,YR2018,Belize,BLZ,45.724
2018,YR2018,Benin,BEN,47.312
2018,YR2018,Bermuda,BMU,100
2018,YR2018,Bhutan,BTN,40.895
2018,YR2018,Bolivia,BOL,69.425
2018,YR2018,Bosnia and Herzegovina,BIH,48.245
2018,YR2018,Botswana,BWA,69.446
2018,YR2018,Brazil,BRA,86.569
2018,YR2018,British Virgin Islands,VGB,47.723
2018,YR2018,Brunei Darussalam,BRN,77.629
2018,YR2018,Bulgaria,BGR,75.008
2018,YR2018,Burkina Faso,BFA,29.358
2018,YR2018,Burundi,BDI,13.032
2018,YR2018,Cabo Verde,CPV,65.732
2018,YR2018,Cambodia,KHM,23.388
2018,YR2018,Cameroon,CMR,56.374
2018,YR2018,Canada,CAN,81.411
2018,YR2018,Cayman Islands,CYM,100
2018,YR2018,Central African Republic,CAF,41.364
2018,YR2018,Chad,TCD,23.059
2018,YR2018,Channel Islands,CHI,30.914
2018,YR2018,Chile,CHL,87.564
2018,YR2018,China,CHN,59.152
2018,YR2018,Colombia,COL,80.778
2018,YR2018,Comoros,COM,28.965
2018,YR2018,"Congo, Dem. Rep.",COD,44.46
2018,YR2018,"Congo, Rep.",COG,66.916
2018,YR2018,Costa Rica,CRI,79.34
2018,YR2018,Cote d'Ivoire,CIV,50.779
2018,YR2018,Croatia,HRV,56.947
2018,YR2018,Cuba,CUB,77.037
2018,YR2018,Curacao,CUW,89.145
2018,YR2018,Cyprus,CYP,66.81
2018,YR2018,Czechia,CZE,73.792
2018,YR2018,Denmark,DNK,87.874
2018,YR2018,Djibouti,DJI,77.777
2018,YR2018,Dominica,DMA,70.483
2018,YR2018,Dominican Republic,DOM,81.074
2018,YR2018,Ecuador,ECU,63.821
2018,YR2018,"Egypt, Arab Rep.",EGY,42.704
2018,YR2018,El Salvador,SLV,72.023
2018,YR2018,Equatorial Guinea,GNQ,72.143
2018,YR2018,Eritrea,ERI,40.08
2018,YR2018,Estonia,EST,68.88
2018,YR2018,Eswatini,SWZ,23.799
2018,YR2018,Ethiopia,ETH,20.763
2018,YR2018,Faroe Islands,FRO,42.064
2018,YR2018,Fiji,FJI,56.248
2018,YR2018,Finland,FIN,85.382
2018,YR2018,France,FRA,80.444
2018,YR2018,French Polynesia,PYF,61.834
2018,YR2018,Gabon,GAB,89.37
2018,YR2018,"Gambia, The",GMB,61.27
2018,YR2018,Georgia,GEO,58.632
2018,YR2018,Germany,DEU,77.312
2018,YR2018,Ghana,GHA,56.06
2018,YR2018,Gibraltar,GIB,100
2018,YR2018,Greece,GRC,79.058
2018,YR2018,Greenland,GRL,86.816
2018,YR2018,Grenada,GRD,36.272
2018,YR2018,Guam,GUM,94.78
2018,YR2018,Guatemala,GTM,51.054
2018,YR2018,Guinea,GIN,36.14
2018,YR2018,Guinea-Bissau,GNB,43.36
2018,YR2018,Guyana,GUY,26.606
2018,YR2018,Haiti,HTI,55.278
2018,YR2018,Honduras,HND,57.096
2018,YR2018,"Hong Kong SAR, China",HKG,100
2018,YR2018,Hungary,HUN,71.351
2018,YR2018,Iceland,ISL,93.813
2018,YR2018,India,IND,34.03
2018,YR2018,Indonesia,IDN,55.325
2018,YR2018,"Iran, Islamic Rep.",IRN,74.898
2018,YR2018,Iraq,IRQ,70.473
2018,YR2018,Ireland,IRL,63.17
2018,YR2018,Isle of Man,IMN,52.588
2018,YR2018,Israel,ISR,92.418
2018,YR2018,Italy,ITA,70.438
2018,YR2018,Jamaica,JAM,55.674
2018,YR2018,Japan,JPN,91.616
2018,YR2018,Jordan,JOR,90.979
2018,YR2018,Kazakhstan,KAZ,57.428
2018,YR2018,Kenya,KEN,27.03
2018,YR2018,Kiribati,KIR,54.057
2018,YR2018,"Korea, Dem. People's Rep.",PRK,61.899
2018,YR2018,"Korea, Rep.",KOR,81.459
2018,YR2018,Kosovo,XKX
2018,YR2018,Kuwait,KWT,100
2018,YR2018,Kyrgyz Republic,KGZ,36.351
2018,YR2018,Lao PDR,LAO,35.004
2018,YR2018,Latvia,LVA,68.142
2018,YR2018,Lebanon,LBN,88.593
2018,YR2018,Lesotho,LSO,28.153
2018,YR2018,Liberia,LBR,51.151
2018,YR2018,Libya,LBY,80.102
2018,YR2018,Liechtenstein,LIE,14.338
2018,YR2018,Lithuania,LTU,67.679
2018,YR2018,Luxembourg,LUX,90.981
2018,YR2018,"Macao SAR, China",MAC,100
2018,YR2018,Madagascar,MDG,37.191
2018,YR2018,Malawi,MWI,16.937
2018,YR2018,Malaysia,MYS,76.036
2018,YR2018,Maldives,MDV,39.808
2018,YR2018,Mali,MLI,42.356
2018,YR2018,Malta,MLT,94.612
2018,YR2018,Marshall Islands,MHL,77.031
2018,YR2018,Mauritania,MRT,53.672
2018,YR2018,Mauritius,MUS,40.793
2018,YR2018,Mexico,MEX,80.156
2018,YR2018,"Micronesia, Fed. Sts.",FSM,22.703
2018,YR2018,Moldova,MDA,42.629
2018,YR2018,Monaco,MCO,100
2018,YR2018,Mongolia,MNG,68.445
2018,YR2018,Montenegro,MNE,66.813
2018,YR2018,Morocco,MAR,62.453
2018,YR2018,Mozambique,MOZ,35.988
2018,YR2018,Myanmar,MMR,30.579
2018,YR2018,Namibia,NAM,50.032
2018,YR2018,Nauru,NRU,100
2018,YR2018,Nepal,NPL,19.74
2018,YR2018,Netherlands,NLD,91.49
2018,YR2018,New Caledonia,NCL,70.683
2018,YR2018,New Zealand,NZL,86.538
2018,YR2018,Nicaragua,NIC,58.522
2018,YR2018,Niger,NER,16.425
2018,YR2018,Nigeria,NGA,50.344
2018,YR2018,North Macedonia,MKD,57.963
2018,YR2018,Northern Mariana Islands,MNP,91.618
2018,YR2018,Norway,NOR,82.248
2018,YR2018,Oman,OMN,84.539
2018,YR2018,Pakistan,PAK,36.666
2018,YR2018,Palau,PLW,79.93
2018,YR2018,Panama,PAN,67.709
2018,YR2018,Papua New Guinea,PNG,13.169
2018,YR2018,Paraguay,PRY,61.585
2018,YR2018,Peru,PER,77.907
2018,YR2018,Philippines,PHL,46.907
2018,YR2018,Poland,POL,60.058
2018,YR2018,Portugal,PRT,65.211
2018,YR2018,Puerto Rico,PRI,93.578
2018,YR2018,Qatar,QAT,99.135
2018,YR2018,Romania,ROU,53.998
2018,YR2018,Russian Federation,RUS,74.433
2018,YR2018,Rwanda,RWA,17.211
2018,YR2018,Samoa,WSM,18.243
2018,YR2018,San Marino,SMR,97.226
2018,YR2018,Sao Tome and Principe,STP,72.803
2018,YR2018,Saudi Arabia,SAU,83.844
2018,YR2018,Senegal,SEN,47.192
2018,YR2018,Serbia,SRB,56.092
2018,YR2018,Seychelles,SYC,56.691
2018,YR2018,Sierra Leone,SLE,42.055
2018,YR2018,Singapore,SGP,100
2018,YR2018,Sint Maarten (Dutch part),SXM,100
2018,YR2018,Slovak Republic,SVK,53.726
2018,YR2018,Slovenia,SVN,54.541
2018,YR2018,Solomon Islands,SLB,23.749
2018,YR2018,Somalia,SOM,44.971
2018,YR2018,South Africa,ZAF,66.355
2018,YR2018,South Sudan,SSD,19.615
2018,YR2018,Spain,ESP,80.321
2018,YR2018,Sri Lanka,LKA,18.476
2018,YR2018,St. Kitts and Nevis,KNA,30.776
2018,YR2018,St. Lucia,LCA,18.678
2018,YR2018,St. Martin (French part),MAF
2018,YR2018,St. Vincent and the Grenadines,VCT,52.198
2018,YR2018,Sudan,SDN,34.642
2018,YR2018,Suriname,SUR,66.06
2018,YR2018,Sweden,SWE,87.431
2018,YR2018,Switzerland,CHE,73.797
2018,YR2018,Syrian Arab Republic,SYR,54.162
2018,YR2018,Tajikistan,TJK,27.134
2018,YR2018,Tanzania,TZA,33.776
