year,yearcode,countryname,countrycode,percent_ages0to14,percent_ages15to64
2000,YR2000,"Korea, Rep.",KOR,20.98992038,71.87609903
2000,YR2000,Kosovo,XKX,35.87859067,57.83956608
2000,YR2000,Kuwait,KWT,28.68148585,69.7618716
2000,YR2000,Kyrgyz Republic,KGZ,35.89116876,59.04852141
2000,YR2000,Lao PDR,LAO,42.61755013,53.83523546
2000,YR2000,Latvia,LVA,17.6255507,67.22801119
2000,YR2000,Lebanon,LBN,31.87076134,62.92766214
2000,YR2000,Lesotho,LSO,39.16435258,56.41516939
2000,YR2000,Liberia,LBR,42.32040422,54.49403915
2000,YR2000,Libya,LBY,33.51841685,62.84780757
2000,YR2000,Liechtenstein,LIE,18.47304437,71.23370627
2000,YR2000,Lithuania,LTU,19.69065488,66.28502628
2000,YR2000,Luxembourg,LUX,18.9629684,67.10450201
2000,YR2000,"Macao SAR, China",MAC,23.10385267,69.64207777
2000,YR2000,Madagascar,MDG,45.1569954,52.01486381
2000,YR2000,Malawi,MWI,45.35260028,50.97593929
2000,YR2000,Malaysia,MYS,33.53016651,62.36982325
2000,YR2000,Maldives,MDV,40.05783938,56.16189362
2000,YR2000,Mali,MLI,46.56735445,50.27229936
2000,YR2000,Malta,MLT,19.61403917,67.68980854
2000,YR2000,Marshall Islands,MHL,44.94278417,52.92349399
2000,YR2000,Mauritania,MRT,44.02741963,52.9584841
2000,YR2000,Mauritius,MUS,25.61351163,68.16828758
2000,YR2000,Mexico,MEX,34.23901417,60.75668188
2000,YR2000,"Micronesia, Fed. Sts.",FSM,40.1876312,56.52479444
2000,YR2000,Moldova,MDA,22.09215272,67.52860647
2000,YR2000,Monaco,MCO,13.35109578,64.41915264
2000,YR2000,Mongolia,MNG,35.20455801,61.37109674
2000,YR2000,Montenegro,MNE,22.07920268,67.01114516
2000,YR2000,Morocco,MAR,34.06979036,61.63522241
2000,YR2000,Mozambique,MOZ,44.3630473,52.81640034
2000,YR2000,Myanmar,MMR,31.8089165,63.2556019
2000,YR2000,Namibia,NAM,41.71174747,55.15435582
2000,YR2000,Nauru,NRU,39.26179348,59.16253072
2000,YR2000,Nepal,NPL,40.65160446,55.58474204
2000,YR2000,Netherlands,NLD,18.58091022,67.81724289
2000,YR2000,New Caledonia,NCL,30.02681268,64.59598171
2000,YR2000,New Zealand,NZL,22.77492656,65.52013532
2000,YR2000,Nicaragua,NIC,40.4496096,56.34353183
2000,YR2000,Niger,NER,47.21758306,50.54357155
2000,YR2000,Nigeria,NGA,43.37966265,53.50926507
2000,YR2000,North Macedonia,MKD,22.47742875,67.80047749
2000,YR2000,Northern Mariana Islands,MNP,34.68947018,63.98177711
2000,YR2000,Norway,NOR,20.00899982,64.83259546
2000,YR2000,Oman,OMN,37.18192167,60.36808733
2000,YR2000,Pakistan,PAK,42.91979163,53.61850555
2000,YR2000,Palau,PLW,26.36181592,68.52551266
2000,YR2000,Panama,PAN,32.33378802,62.59508887
2000,YR2000,Papua New Guinea,PNG,40.34455292,57.37200106
2000,YR2000,Paraguay,PRY,38.87701732,56.87942919
2000,YR2000,Peru,PER,34.58738899,60.70435585
2000,YR2000,Philippines,PHL,37.69365332,58.53290449
2000,YR2000,Poland,POL,19.32852351,68.49979292
2000,YR2000,Portugal,PRT,16.35907936,67.36742832
2000,YR2000,Puerto Rico,PRI,24.01713983,64.83111205
2000,YR2000,Qatar,QAT,23.60632693,75.14169338
2000,YR2000,Romania,ROU,18.61410807,68.02941841
2000,YR2000,Russian Federation,RUS,18.32043038,69.3305922
2000,YR2000,Rwanda,RWA,46.0864402,51.51417909
2000,YR2000,Samoa,WSM,41.08082257,54.61773401
2000,YR2000,San Marino,SMR,14.98368907,68.96262466
2000,YR2000,Sao Tome and Principe,STP,42.89123847,52.84298274
2000,YR2000,Saudi Arabia,SAU,35.90343276,61.4632761
2000,YR2000,Senegal,SEN,44.12816439,52.5847418
2000,YR2000,Serbia,SRB,16.45395564,68.8641632
2000,YR2000,Seychelles,SYC,28.57919061,65.02310767
2000,YR2000,Sierra Leone,SLE,43.88192843,52.67358658
2000,YR2000,Singapore,SGP,19.08211276,74.60019822
2000,YR2000,Sint Maarten (Dutch part),SXM,26.05487135,70.91785697
2000,YR2000,Slovak Republic,SVK,19.70039371,69.01599953
2000,YR2000,Slovenia,SVN,16.02193476,70.07847449
2000,YR2000,Solomon Islands,SLB,42.78551137,53.89455519
2000,YR2000,Somalia,SOM,47.1422347,50.23715626
2000,YR2000,South Africa,ZAF,35.24060611,60.60243223
2000,YR2000,South Sudan,SSD,47.12403367,50.42462184
2000,YR2000,Spain,ESP,14.68690708,68.59616012
2000,YR2000,Sri Lanka,LKA,26.7918625,66.06237702
2000,YR2000,St. Kitts and Nevis,KNA,29.31853677,62.82087944
2000,YR2000,St. Lucia,LCA,31.79968652,61.0369906
2000,YR2000,St. Martin (French part),MAF,29.15111704,67.00721052
2000,YR2000,St. Vincent and the Grenadines,VCT,31.60724876,61.3579352
2000,YR2000,Sudan,SDN,44.96925199,52.51722961
2000,YR2000,Suriname,SUR,32.85187741,62.31219931
2000,YR2000,Sweden,SWE,18.42647937,64.3089508
2000,YR2000,Switzerland,CHE,17.37962609,67.31279985
2000,YR2000,Syrian Arab Republic,SYR,40.99388238,55.68233481
2000,YR2000,Tajikistan,TJK,42.53525646,53.88278827
2000,YR2000,Tanzania,TZA,44.66436631,52.55098233
2000,YR2000,Thailand,THA,24.05598827,69.84341039
2000,YR2000,Timor-Leste,TLS,43.08457983,53.81691665
2000,YR2000,Togo,TGO,42.92014304,54.27204939
2000,YR2000,Tonga,TON,38.28269292,56.3202651
2000,YR2000,Trinidad and Tobago,TTO,25.79941863,68.88933927
2000,YR2000,Tunisia,TUN,30.14405535,64.40767001
2000,YR2000,Turkiye,TUR,31.12416554,63.50910986
2000,YR2000,Turkmenistan,TKM,37.23479646,58.68318096
2000,YR2000,Turks and Caicos Islands,TCA,27.70679399,68.30803702
2000,YR2000,Tuvalu,TUV,36.21601992,57.77650965
2000,YR2000,Uganda,UGA,50.47467085,47.28719888
2000,YR2000,Ukraine,UKR,17.54790692,68.49596251
2000,YR2000,United Arab Emirates,ARE,22.17473765,76.92767422
2000,YR2000,United Kingdom,GBR,19.05782449,65.22325425
2000,YR2000,United States,USA,21.42540432,66.25696603
2000,YR2000,Uruguay,URY,24.35948703,62.5375487
2000,YR2000,Uzbekistan,UZB,36.87436923,58.52984735
2000,YR2000,Vanuatu,VUT,43.3759905,53.09047555
2000,YR2000,"Venezuela, RB",VEN,33.95254905,61.29585688
2000,YR2000,Vietnam,VNM,31.3737066,62.42624189
2000,YR2000,Virgin Islands (U.S.),VIR,26.35855248,65.2382493
2000,YR2000,West Bank and Gaza,PSE,47.68073795,50.0863309
2000,YR2000,"Yemen, Rep.",YEM,49.34717266,47.97505065
2000,YR2000,Zambia,ZMB,48.41623088,49.35372688
2000,YR2000,Zimbabwe,ZWE,42.00405055,54.92025912
2000,YR2000,Africa Eastern and Southern,AFE,44.8507743,52.29256574
2000,YR2000,Africa Western and Central,AFW,44.25687103,52.65940897
2000,YR2000,Arab World,ARB,38.52053105,57.84672063
2000,YR2000,Caribbean small states,CSS,31.58881165,62.69656544
2000,YR2000,Central Europe and the Baltics,CEB,18.21762205,68.31037424
2000,YR2000,Early-demographic dividend,EAR,35.94266404,59.6688787
2000,YR2000,East Asia & Pacific,EAS,25.59628305,67.22586613
2000,YR2000,East Asia & Pacific (excluding high income),EAP,26.65092884,67.00110653
2000,YR2000,East Asia & Pacific (IDA & IBRD countries),TEA,26.66438775,66.98779429
2000,YR2000,Euro area,EMU,16.37034674,67.28302582
2000,YR2000,Europe & Central Asia,ECS,19.87522852,66.80978754
2000,YR2000,Europe & Central Asia (excluding high income),ECA,23.48777897,66.35593102
2000,YR2000,Europe & Central Asia (IDA & IBRD countries),TEC,22.80719127,66.63837605
2000,YR2000,European Union,EUU,16.82732625,67.44707174
2000,YR2000,Fragile and conflict affected situations,FCS,41.37811995,54.5887234
2000,YR2000,Heavily indebted poor countries (HIPC),HPC,45.80427296,51.33268644
2000,YR2000,High income,HIC,19.0981005,67.16545602
2000,YR2000,IBRD only,IBD,29.61993393,64.27583219
2000,YR2000,IDA & IBRD total,IBT,32.49763783,62.01706785
2000,YR2000,IDA blend,IDB,42.90687123,53.81033137
2000,YR2000,IDA only,IDX,43.06250706,53.74311851
2000,YR2000,IDA total,IDA,43.00977711,53.76589045
2000,YR2000,Late-demographic dividend,LTE,25.19710891,67.56067255
2000,YR2000,Latin America & Caribbean,LCN,32.1635239,62.18592333
2000,YR2000,Latin America & Caribbean (excluding high income),LAC,32.39878392,62.07725721
2000,YR2000,Latin America & the Caribbean (IDA & IBRD countries),TLA,32.47887704,62.00926462
2000,YR2000,Least developed countries: UN classification,LDC,43.28180527,53.55622721
2000,YR2000,Low & middle income,LMY,32.64320832,61.96362207
2000,YR2000,Low income,LIC,45.43769994,51.60258484
2000,YR2000,Lower middle income,LMC,36.04062942,59.50402357
2000,YR2000,Middle East & North Africa,MEA,36.36268819,59.64755683
2000,YR2000,Middle East & North Africa (excluding high income),MNA,36.86038872,59.1165352
2000,YR2000,Middle East & North Africa (IDA & IBRD countries),TMN,36.74785737,59.21044909
2000,YR2000,Middle income,MIC,31.53264424,62.86296189
2000,YR2000,North America,NAC,21.20474752,66.4612721
2000,YR2000,Not classified,INX,,
2000,YR2000,OECD members,OED,20.98184556,66.27623948
2000,YR2000,Other small states,OSS,36.09282885,58.73968602
2000,YR2000,Pacific island small states,PSS,38.75241973,57.7808095
2000,YR2000,Post-demographic dividend,PST,18.24874686,67.30936814
2000,YR2000,Pre-demographic dividend,PRE,45.39117883,51.76124864
2000,YR2000,Small states,SST,35.28659415,59.54128795
2000,YR2000,South Asia,SAS,36.31432179,59.3809032
2000,YR2000,South Asia (IDA & IBRD),TSA,36.31432179,59.3809032
2000,YR2000,Sub-Saharan Africa,SSF,44.61221589,52.43991893
2000,YR2000,Sub-Saharan Africa (excluding high income),SSA,44.61415407,52.43839778
2000,YR2000,Sub-Saharan Africa (IDA & IBRD countries),TSS,44.61221589,52.43991893
2000,YR2000,Upper middle income,UMC,26.39521125,66.69090715
2000,YR2000,World,WLD,30.22055791,62.8933558
,,,,,
,,,,,
,,,,,
,,,,,
